1,50000632
2,50002245
4,50002247
5,50003266
6,50001566
7,50000741
8,50002954
9,50000820
10,50001852
11,50002244
12,50000818
13,50001153
14,50002609
15,50002715
16,50002454
17,50002354
18,50002773
19,50003092
20,50002488
21,50001793
22,50001512
23,50000695
24,50002575
25,50000044
26,50002422
27,50001618
28,50001023
29,50002964
30,50002179
31,50002655
32,50001529
33,50001005
34,50002000
35,50002766
36,50001511
37,50003360
38,50000407
39,50002144
40,50001901
41,50000797
42,50001311
43,50003377
44,50001306
46,50002556
47,50001541
48,50000934
49,50001549
50,50000294
51,50002994
52,50001515
53,50002383
55,50000833
56,50002140
57,50001978
58,50001517
59,50000240
60,50002821
61,50000175
68,50002420
69,50003068
71,50002659
72,50002654
74,50002210
75,50002545
76,50003323
77,50003321
78,50000449
79,50000401
81,50001146
82,50002490
83,50000369
84,50002589
85,50003408
86,50002938
87,50000405
88,50001251
90,50001741
91,50003426
92,50003099
93,50002023
95,50000586
97,50001188
98,50002804
101,50000641
102,50002681
103,50001920
105,50001231
106,50002370
107,50001019
108,50001890
109,50000461
111,50001964
112,50001889
113,50002647
114,50002951
115,50002331
116,50002337
117,50000267
119,50001233
120,50000068
121,50002380
122,50000996
123,50001028
124,50000901
125,50002286
126,50000028
127,50002309
128,50000523
141,50002986
142,50003361
143,50000905
144,50001138
145,50000601
146,50002891
147,50002114
148,50000510
149,50002035
150,50001571
151,50001928
152,50000724
153,50003362
154,50003009
155,50003353
156,50003000
157,50002252
158,50000249
159,50002299
160,50002543
161,50000677
162,50001320
163,50002202
164,50001125
165,50000722
166,50001230
167,50000238
169,50003090
171,50002634
172,50000515
173,50001234
174,50002166
175,50001482
176,50000479
177,50002054
182,50002054
183,50001418
187,50001336
206,50000468
207,50000577
208,50000604
209,50000573
210,50002532
211,50002302
212,50002660
213,50000982
214,50002819
215,50000397
216,50000470
217,50001569
218,50000570
219,50002585
220,50001620
221,50003369
222,50001887
223,50003380
225,50000716
226,50000490
227,50002120
228,50000471
229,50002118
231,50001002
234,50003017
235,50002641
236,50003349
238,50001419
239,50000887
240,50001248
241,50000022
242,50002290
243,50002369
244,50000578
245,50002829
247,50002485
248,50000513
250,50002449
251,50002818
252,50000893
253,50000793
254,50000890
255,50001903
256,50002303
257,50000679
258,50002980
259,50003113
260,50000732
261,50000654
262,50001525
263,50000049
264,50002466
265,50002256
266,50003385
267,50002045
268,50001142
270,50002165
271,50001970
272,50002500
273,50001462
276,50001872
277,50000120
278,50001888
279,50001060
280,50001118
281,50000694
282,50000630
283,50002002
284,50000462
285,50000465
287,50002357
288,50003258
289,50001417
290,50002610
291,50003262
292,50001900
293,50001393
295,50000629
296,50000156
297,50003261
298,50002016
299,50003415
300,50002126
301,50001570
302,50000128
304,50001966
309,50002367
310,50000644
311,50003058
312,50001424
313,50002474
316,50000121
319,50002735
327,50003260
328,50000043
329,50002318
330,50001527
331,50003128
332,50000483
333,50002137
334,50002865
335,50003316
336,50000518
337,50002992
338,50002971
339,50001914
340,50002750
342,50002725
349,50289780
366,50001431
367,50001238
368,50002644
369,50003330
370,50001536
371,50002939
372,50001464
373,50001530
374,50001141
375,50003150
376,50003243
377,50000948
378,50000039
379,50002198
380,50003431
381,50003371
382,50000655
383,50000940
384,50001004
385,50002197
386,50002561
387,50001267
388,50001984
389,50003056
391,50002361
392,50001720
393,50000155
394,50001157
395,50001534
396,50000947
397,50001074
398,50003336
399,50001722
400,50001719
401,50003297
406,50001613
407,50240303
408,50003254
410,50001578
411,50001838
412,50001498
413,50001862
417,50001561
424,50001504
425,50240301
426,50267914
432,50000645
433,50000496
434,50002962
435,50002160
436,50001487
437,50000403
438,50002083
439,50003109
440,50002209
441,50001912
442,50002620
443,50002057
444,50000179
445,50002259
446,50000988
448,50001957
449,50001895
451,50002619
452,50000006
453,50003259
454,50002864
455,50000647
456,50000012
457,50000899
459,50001075
460,50001353
461,50000008
463,50001877
464,50000252
465,50002711
466,50003181
467,50000489
469,50002752
470,50001610
471,50001245
473,50003301
474,50001314
479,50000326
480,50002989
481,50000169
482,50002281
486,50003129
487,50001876
488,50002339
490,50000778
491,50000572
493,50001878
494,50002419
503,50003060
507,50002460
508,50000777
510,50002706
513,50002945
525,50000004
527,50002975
529,50000711
530,50001135
531,50003428
532,50002840
533,50001352
534,50003363
535,50002346
536,50001762
537,50001763
540,50000482
541,50003196
542,50001766
543,50000464
544,50001461
545,50001027
547,50001772
548,50002968
550,50002726
552,50001532
554,50001215
557,50003356
558,50001995
562,50002360
563,50001680
566,50001551
567,50002657
571,50001508
572,50000883
576,50003219
579,50000324
582,50002993
583,50002581
595,50001853
600,50002442
601,50000054
602,50002068
603,50000697
604,50000575
605,50002253
606,50003027
607,50002069
608,50003364
609,50003359
611,50002739
612,50001246
613,50000903
614,50002948
615,50000502
616,50001456
617,50001254
618,50002746
619,50002396
620,50000276
622,50000253
624,50000838
625,50003279
626,50000347
627,50000841
630,50001617
633,50000165
635,50002555
655,50001513
656,50002017
657,50001509
659,50000998
661,50000026
662,50002842
663,50001069
664,50001499
665,50001438
666,50001768
671,50002129
672,50000582
676,50003271
678,50003275
680,50000945
690,50002313
695,50003074
697,50000445
698,50003203
699,50003287
700,50003045
701,50000943
702,50001590
703,50002427
704,50001866
705,50000481
706,50000359
707,50000817
708,50001421
709,50001126
710,50002653
711,50002716
713,50002255
716,50002748
717,50002565
718,50002637
721,50002749
722,50000283
723,50001432
724,50001576
725,50000228
728,50002722
738,50000612
743,50001607
747,50000152
749,50000617
750,50000398
802,50002571
825,50000993
852,50003070
853,50003085
854,50001845
855,50001196
856,50002822
857,50002128
858,50001550
859,50001674
862,50001217
864,50003430
866,50000701
867,50002148
868,50003086
870,50002640
871,50002621
872,50001992
873,50003253
874,50001732
875,50002324
876,50002343
877,50000332
878,50003082
879,50002827
882,50002542
884,50289775
890,50001975
894,50001965
898,50002802
907,50002544
913,50002218
920,50001950
921,50003417
922,50001177
923,50000080
924,50002940
926,50001203
928,50001837
930,50003220
932,50002665
935,50000994
936,50003095
940,50002206
955,50002115
956,50001990
957,50002423
960,50002403
